epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
108,1206.01,1.42854,1.01148,0.95044,0.42059,0.30852,0.30536,0.17266,1.38409,1.00645,0.9276,0.0047035,0.0047035,0.0047035
109,1215.94,1.40577,0.98569,0.94482,0.4125,0.31369,0.30908,0.17655,1.38345,1.00428,0.93067,0.004654,0.004654,0.004654
110,1226.64,1.40239,0.98858,0.94552,0.40442,0.3126,0.30453,0.17203,1.3878,1.00604,0.92926,0.0046045,0.0046045,0.0046045
111,1236.54,1.39371,0.98651,0.94528,0.41846,0.30873,0.30481,0.17189,1.38648,1.00424,0.92862,0.004555,0.004555,0.004555
112,1247.36,1.3969,0.98812,0.93929,0.40578,0.31064,0.30578,0.17402,1.37737,1.00508,0.92716,0.0045055,0.0045055,0.0045055
113,1257.93,1.39886,0.99046,0.94209,0.40941,0.30572,0.29886,0.17005,1.37798,1.01262,0.92673,0.004456,0.004456,0.004456
114,1268.16,1.40738,0.99594,0.94413,0.40795,0.31404,0.30738,0.17537,1.3811,0.99944,0.92716,0.0044065,0.0044065,0.0044065
115,1278.26,1.41702,0.99455,0.94583,0.41434,0.31733,0.31184,0.17781,1.37821,0.99257,0.92708,0.004357,0.004357,0.004357
116,1288.54,1.39086,0.97328,0.93984,0.41149,0.31217,0.30358,0.17261,1.37547,0.99835,0.92875,0.0043075,0.0043075,0.0043075
117,1299.1,1.40272,0.98035,0.9411,0.41148,0.30901,0.30306,0.17334,1.37394,0.99796,0.92586,0.004258,0.004258,0.004258
118,1310.63,1.39743,0.97703,0.93858,0.39878,0.32053,0.30672,0.17461,1.37384,1.00885,0.92696,0.0042085,0.0042085,0.0042085
119,1321.31,1.38867,0.97657,0.93914,0.429,0.31568,0.31332,0.17918,1.36305,0.99175,0.92405,0.004159,0.004159,0.004159
120,1331.81,1.37687,0.97314,0.93984,0.41685,0.31398,0.30889,0.17726,1.36988,0.99578,0.92434,0.0041095,0.0041095,0.0041095
121,1342.21,1.38215,0.97034,0.94105,0.39616,0.3122,0.30125,0.17122,1.3707,0.99943,0.92488,0.00406,0.00406,0.00406
122,1352.52,1.39066,0.97356,0.94368,0.41237,0.3053,0.30054,0.17035,1.38259,1.00828,0.9263,0.0040105,0.0040105,0.0040105
123,1363.92,1.38755,0.97306,0.9418,0.41964,0.31546,0.31065,0.17597,1.37777,0.98905,0.92643,0.003961,0.003961,0.003961
124,1373.93,1.38358,0.97005,0.93605,0.41444,0.31342,0.30968,0.17559,1.36546,0.98608,0.92456,0.0039115,0.0039115,0.0039115
125,1384.07,1.40672,0.98973,0.94021,0.41342,0.31237,0.30783,0.17424,1.37058,0.99473,0.92583,0.003862,0.003862,0.003862
126,1393.82,1.37844,0.96697,0.93974,0.41861,0.31052,0.30646,0.17373,1.36646,0.99479,0.92348,0.0038125,0.0038125,0.0038125
127,1404.34,1.38682,0.97049,0.93829,0.41561,0.31322,0.31163,0.17642,1.37352,0.99209,0.92466,0.003763,0.003763,0.003763
128,1414.16,1.37098,0.96859,0.93597,0.42183,0.31635,0.31242,0.17804,1.36463,0.99088,0.92184,0.0037135,0.0037135,0.0037135
129,1424.77,1.38304,0.97191,0.94071,0.41948,0.3121,0.31046,0.1768,1.36465,0.98737,0.92249,0.003664,0.003664,0.003664
130,1435.19,1.38677,0.96623,0.93943,0.41688,0.31676,0.31303,0.17994,1.36434,0.99316,0.92283,0.0036145,0.0036145,0.0036145
131,1445.51,1.37629,0.9562,0.94071,0.41662,0.31768,0.31476,0.17985,1.36428,0.98958,0.92397,0.003565,0.003565,0.003565
132,1455.23,1.38386,0.96233,0.93864,0.43173,0.31892,0.31375,0.17907,1.36346,0.9875,0.92431,0.0035155,0.0035155,0.0035155
133,1465.82,1.39145,0.96326,0.94035,0.43616,0.31383,0.31281,0.17703,1.36813,0.99475,0.92356,0.003466,0.003466,0.003466
134,1477.19,1.37882,0.95965,0.93784,0.42186,0.31639,0.31244,0.17582,1.368,0.99307,0.92447,0.0034165,0.0034165,0.0034165
135,1488.03,1.39239,0.96771,0.93965,0.41323,0.31967,0.31198,0.1767,1.36979,0.99004,0.92666,0.003367,0.003367,0.003367
136,1497.81,1.37909,0.97069,0.94051,0.40378,0.32331,0.3106,0.17707,1.36923,0.98867,0.92327,0.0033175,0.0033175,0.0033175
137,1507.97,1.37776,0.96172,0.93479,0.4273,0.31632,0.31426,0.17754,1.36463,0.98956,0.92351,0.003268,0.003268,0.003268
138,1517.68,1.38606,0.96167,0.93643,0.40433,0.32175,0.31249,0.17801,1.35738,0.98857,0.9208,0.0032185,0.0032185,0.0032185
139,1528.35,1.38124,0.95654,0.93552,0.40406,0.31694,0.31208,0.17832,1.37094,0.9898,0.92402,0.003169,0.003169,0.003169
140,1538.96,1.37214,0.96133,0.93324,0.41027,0.32002,0.31381,0.1797,1.35911,0.98414,0.92191,0.0031195,0.0031195,0.0031195
141,1548.7,1.37034,0.9474,0.93756,0.42151,0.32189,0.31597,0.18062,1.35365,0.98184,0.92119,0.00307,0.00307,0.00307
142,1558.85,1.37016,0.95369,0.93797,0.40358,0.32472,0.31209,0.17961,1.3541,0.98429,0.91997,0.0030205,0.0030205,0.0030205
